time,BatteryUnit.battery1,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery2,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery3,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery4,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery5,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg1a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg2a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3c,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4c,decarbonization-app,profit_cvr-app,resilience-app
50,-125000.0,125000.0,-125000.0,125000.0,0.0040311987,0.0040312,0.0040311988,0.0040311987,84762.865,100000.0,84762.865,100000.0,93809.015,150000.0,93809.015,150000.0,-33747.447499999995,250000.0,-128329.93,191887.44,4,4,-6,-1,3,-11,-1,3,2,-12,-6,2,6,-9,1,9,3,2,-4,3,-5,-13,-5,-9
51,2.8887891e-10,125000.0,2.8887891e-10,125000.0,-3.8751514e-11,0.0,-3.8751514e-11,-3.8751514e-11,-100000.0,100000.0,-100000.0,100000.0,150000.0,150000.0,150000.0,150000.0,209541.07,250000.0,222168.42,209541.07,3,3,-5,1,0,-11,-2,0,-2,-12,-2,-6,7,-9,-3,7,3,3,0,0,-7,-12,-7,-11
52,-120785.64,125000.0,-120785.64,125000.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,-266.27232,100000.0,64208.55,150000.0,64208.55,150000.0,186058.49845,250000.0,-5766.0062,250000.0,3,3,-6,-4,0,-11,-3,0,4,-12,-4,7,5,-9,1,5,7,3,-3,10,-1,-12,-6,6
53,-62777.806,125000.0,-62777.806,125000.0,0.0,0.0,0.0,0.0,-37676.344,100000.0,-37676.344,100000.0,69380.324,150000.0,69380.324,150000.0,30036.361000000004,250000.0,-43284.852,250000.0,2,2,-6,-2,5,-10,2,5,7,-11,-4,7,7,-8,7,5,6,4,-3,6,3,-12,-6,4
54,125000.0,125000.0,125000.0,125000.0,4.84393925e-12,0.0,1.9375757e-11,0.0,100000.0,100000.0,100000.0,100000.0,150000.0,150000.0,150000.0,150000.0,-120289.66,250000.0,-120289.66,250000.0,2,3,2,-4,0,-11,-9,0,8,-12,-4,10,6,-9,-9,6,2,2,-11,1,-1,-13,-13,-1
55,-24582.085,125000.0,-24582.085,125000.0,1.9375757e-11,0.0,7.7503028e-11,0.0,-83712.192,100000.0,-83712.192,100000.0,134335.52,150000.0,134335.52,150000.0,-123341.91,250000.0,-123341.91,250000.0,3,3,-6,1,3,-11,7,1,2,-12,-5,-2,5,-7,-3,5,2,2,-3,-5,-7,-13,-8,-7
56,87463.342,125000.0,87463.342,125000.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,-100000.0,100000.0,150000.0,150000.0,150000.0,150000.0,-106589.58,250000.0,-106589.58,250000.0,3,3,-6,2,5,-11,-2,-3,-1,-12,-2,-1,5,-7,-1,5,2,2,-2,1,-8,-13,-8,-12
57,125000.0,125000.0,125000.0,125000.0,2.421969625e-11,0.0,9.6878785e-11,0.0,-67701.218,100000.0,-67701.218,100000.0,150000.0,150000.0,150000.0,150000.0,49035.931,250000.0,49035.931,250000.0,3,3,-5,-2,-1,-11,-2,-3,5,-12,0,6,5,-7,-3,5,6,2,-2,7,-5,-13,-8,-5
58,125000.0,125000.0,-125000.0,125000.0,-2.3331823749999993e-11,0.0,-9.3327295e-11,0.0,-67701.218,100000.0,1244.4764,100000.0,150000.0,150000.0,150000.0,150000.0,83374.696,250000.0,83374.696,250000.0,3,3,-6,-2,2,-11,0,2,7,-12,-6,7,5,-6,-1,5,6,2,-1,6,-6,-13,-6,-8
59,2.2550627e-25,125000.0,2.2550627e-25,125000.0,3.71312525e-11,0.0,1.4852501e-10,0.0,1.128683e-24,100000.0,1.128683e-24,100000.0,41150.8,41150.8,41150.817,41150.817,123603.06,250000.0,123603.06,250000.0,2,2,-4,-2,5,-10,5,4,3,-11,2,3,7,-5,12,2,5,3,-4,5,-5,-11,-7,-5
